"","Theme","Category","Source","Valence_mean_men","Valence_SD_men","Valence_N_men","Arousal_mean_men","Arousal_SD_men","Arousal_N_men","Valence_mean_women","Valence_SD_women","Valence_N_women","Arousal_mean_women","Arousal_SD_women","Arousal_N_women"
"I230","Destruction 7","4","Pixabay","2.12068965517241","0.93803800856103","58","1.86046511627907","0.965633158898179","43","4.02040816326531","1.95245354104316","49","3.67924528301887","2.25126959826314","53"
"I231","Destruction 8","4","Pixabay","2.33333333333333","1.16774841624228","45","2.17857142857143","1.11366949327875","56","4.12244897959184","1.93253560835267","49","4.32692307692308","1.60539719410168","52"
"I232","Destruction 9","4","Pixabay","3.63157894736842","0.858395075278952","57","3.47058823529412","0.902284681826542","51","2.1875","1.51104092626608","48","2.74545454545455","1.76612341561736","55"
"I233","Destruction 10","4","Pixabay","2.27586206896552","1.1515527800334","58","1.86046511627907","0.83327796050804","43","3.75510204081633","1.9314352634429","49","3.41509433962264","2.01374089564051","53"
"I234","Dirt 1","4","Pixabay","1.68181818181818","0.770766072337376","44","1.55172413793103","0.861911661389215","58","4.87234042553191","1.89526895276904","47","5.11538461538461","2.05468232508424","52"
"I235","Destruction 2","4","Pixabay","2.42222222222222","1.13795847681253","45","2.01785714285714","0.884021213825498","56","3.10204081632653","1.85118090642144","49","3.01923076923077","1.72058340100647","52"
"I236","Destruction 3","4","Pixabay","2.10526315789474","0.994344912246891","57","1.66666666666667","0.765941686205071","51","3.06122448979592","1.89745622770446","49","4.07272727272727","2.08925421262784","55"
"I237","Dirt 2","4","Pixabay","5.48888888888889","1.05791867324096","45","5.67857142857143","1.09722199389919","56","3.18367346938776","1.76391455513671","49","3.5","1.94533126369012","52"
"I238","Dirt 3","4","Pixabay","4.13793103448276","0.605480115775003","58","4.13953488372093","0.515539262226467","43","2.30612244897959","1.48890454183399","49","1.81132075471698","1.22563333351162","53"
"I239","Dirt 4","4","Pixabay","4.11363636363636","0.654711336743826","44","3.91379310344828","0.903880188431698","58","2","1.19782411425704","47","1.84615384615385","1.24277701980899","52"
"I240","Dirt 5","4","Pixabay","3.62068965517241","0.83408919138744","58","3.44186046511628","0.825265486327635","43","2.16326530612245","1.38964831845312","49","1.84905660377358","1.36432889130791","53"
"I241","Dock 1","4","Pixabay","5.36206896551724","0.930916844083783","58","5.83720930232558","1.08956593712358","43","3.40816326530612","1.64466773932886","49","3.86792452830189","1.61766374571308","53"
"I242","Doctor 1","3","Pixabay","4.70454545454545","0.878146712712987","44","4.63793103448276","1.28005312200717","58","3.06382978723404","1.42041413616729","47","3.23076923076923","1.74463193056654","52"
"I243","Doctor 2","3","Pixabay","4.05263157894737","1.30138734531898","57","4.05882352941176","1.28703946646375","51","3.04081632653061","1.49943299941274","49","4.2","1.85990840077119","55"
"I244","Doctor 3","3","Pixabay","4.29824561403509","0.999373237168136","57","4.41176470588235","1.32930764818736","51","2.87755102040816","1.49488925260402","49","3.45454545454545","1.78282112912406","55"
"I245","Doctor 4","3","Pixabay","3.82758620689655","1.2444674903521","58","3.7906976744186","1.14555329810707","43","3.89795918367347","1.79402826481803","49","3.88679245283019","1.88781902406832","53"
"I246","Doctor 5","3","Pixabay","3.79310344827586","1.05562188687905","58","3.53488372093023","1.05444269209813","43","3.57142857142857","1.70782512765993","49","3.71698113207547","1.79076002870468","53"
"I247","Doctor 6","3","Pixabay","4.2","1.03572548135463","45","4.53571428571429","0.761918289923192","56","2.61224489795918","1.41150520324068","49","2.5","1.47528661223346","52"
"I248","Doctor 7","3","Pixabay","3.5","0.821229934093469","44","3.22413793103448","1.3513229833029","58","4.25531914893617","1.67420435491509","47","4.67307692307692","1.77919516775063","52"
"I249","Doctor 8","3","Pixabay","3.72413793103448","1.18162990982759","58","3.74418604651163","1.07111475655292","43","4","1.82574185835055","49","3.84905660377358","1.95523190061842","53"
"I250","Doctor 9","3","Pixabay","3.70454545454545","0.904241824378635","44","3.6551724137931","1.38350843285722","58","3.97872340425532","1.43692548749552","47","4.30769230769231","1.50213523239762","52"
"I251","Dog 1","1","Pixabay","5.27586206896552","0.913698930188289","58","4.95348837209302","1.47927730701584","43","4.18367346938776","1.55018102958648","49","4.47169811320755","1.58846531625903","53"
"I252","Dog 2","1","Pixabay","5.70689655172414","1.05976860582046","58","6.16279069767442","0.94944175473048","43","4.26530612244898","1.53806575233421","49","4.50943396226415","1.73895018627988","53"
"I253","Dog 3","1","Pixabay","5.57777777777778","1.05505038416718","45","5.875","0.973512851855215","56","3.28571428571429","1.60727512683216","49","3.75","1.63149155863043","52"
"I254","Dog 4","1","Pixabay","5.96491228070175","0.999373237168136","57","6.47058823529412","0.833137231828481","51","3.61224489795918","1.89094692472022","49","4.27777777777778","1.78480659770043","54"
"I255","Dog 5","1","Pixabay","5.67241379310345","1.08236147016009","58","6.30232558139535","0.964485644340824","43","4.28571428571429","1.87082869338697","49","5.0188679245283","1.77038203219331","53"
"I256","Dog 6","1","Pixabay","6.15909090909091","0.913546165332931","44","6.74137931034483","0.54805380794821","58","4.57446808510638","1.83853297910689","47","5.42307692307692","1.55104207659837","52"
"I257","Dog 7","1","Pixabay","5.53333333333333","1.03572548135463","45","5.75","1.13217409518951","56","3.83673469387755","1.74817689293149","49","4.09615384615385","1.84985018348986","52"
"I258","Dog 8","1","Pixabay","5.29545454545455","1.1529445710581","44","5.53448275862069","1.46557595697474","58","4.29787234042553","1.60047402783786","47","4.42307692307692","1.77505762233069","52"
"I259","Dog 9","1","Public Domain Photos","4.11363636363636","1.12510276721128","44","4.13793103448276","1.26280495169979","58","3.76595744680851","1.53527742794537","47","4.30769230769231","1.89466186686268","52"
"I260","Dog 10","1","Pixabay","5.40909090909091","0.972127415760698","44","5.82758620689655","0.881345284200155","58","3.74468085106383","1.5806999702441","47","4","1.7601247727608","52"
"I261","Dog 11","1","Pixabay","5.35087719298246","1.10987817977237","57","6","0.894427190999916","51","3.69387755102041","1.66087428824717","49","3.58181818181818","1.62948422981594","55"
"I262","Dog 12","1","Wikipedia","6.10344827586207","0.787838597158335","58","6.53488372093023","0.701998413012123","43","4.3469387755102","1.54853452776277","49","4.49056603773585","1.70545100632596","53"
"I263","Dog 13","1","Flickr/Waldo Jaquith","5.8","1.17936808966034","45","5.89285714285714","1.12295991069983","56","3.93877551020408","1.80748632158617","49","4.17307692307692","1.67707908831892","52"
"I264","Dog 14","1","Flickr/hairygrumpy","5.75862068965517","1.03127148275484","58","6.06976744186047","0.910137321852595","43","3.83673469387755","1.50481087925125","49","4.52830188679245","1.67106338305544","53"
"I265","Dog 15","1","Wikipedia","3.51111111111111","1.68714689534274","45","3.41071428571429","1.78658420369237","56","3.79591836734694","1.88170569604564","49","4.05769230769231","1.7535785432625","52"
"I266","Dog 16","1","Pixabay","5.11363636363636","1.31566428691222","44","5.60344827586207","1.52107597157827","58","4.36170212765957","1.50975857434938","47","5.17307692307692","1.75701567221189","52"
"I267","Dog 17","1","Pixabay","5.17241379310345","1.17186208149766","58","5.30232558139535","1.31899824399555","43","3.79591836734694","1.58086990605298","49","3.86792452830189","1.65294301461941","53"
"I268","Dog 18","1","Pixabay","5.90909090909091","0.884443901442683","44","6.41379310344828","0.750075616272814","58","4.70212765957447","1.39743388452178","47","5","1.60879933307969","52"
"I269","Dog 19","1","Pixabay","5.70689655172414","0.973483898886576","58","6.25581395348837","0.875405300848153","43","4.20408163265306","1.55428965335635","49","4.47169811320755","1.73874151643018","53"
"I270","Dog 20","1","Pixabay","5.68965517241379","0.940453353753822","58","6.18604651162791","0.879821788055707","43","4.08163265306122","1.51157664231035","49","4.28301886792453","1.75824823759951","53"
"I271","Dog 21","1","Pixabay","5.75555555555556","1.06931489442275","45","6.16071428571429","0.848030567937173","56","3.73469387755102","1.78856914650699","49","4.34615384615385","1.51960541040043","52"
"I272","Dog 22","1","Pixabay","5.02222222222222","1.3053889857205","45","5.19642857142857","1.24198730570504","56","3.91836734693878","1.59212560609339","49","3.84615384615385","1.58898926296815","52"
"I273","Dog 23","1","Flickr/Daniel Pascoal","2.86363636363636","1.35699581139195","44","2.53448275862069","1.44143589766106","58","4.51063829787234","1.79216095484379","47","5.07692307692308","1.84546241451257","52"
"I274","Dog 24","1","Wikipedia","1.97727272727273","0.848764803306501","44","1.82758620689655","1.23028924048169","58","4.34042553191489","2.11902967688229","47","5.25","2.11321704387169","52"
"I275","Dog 25","1","Flickr/InkHong","3.66666666666667","1.57359158493889","57","3.2156862745098","1.46032497054863","51","3.61224489795918","1.70558306905356","49","4.45454545454545","1.79317824420447","55"
"I276","Dog 26","1","Flickr/virtualcorey","1.42105263157895","0.777986605215499","57","1.15686274509804","0.543048764646706","51","4.20408163265306","2.30921696537967","49","5.43636363636364","2.15821974273067","55"
"I277","Dog 27","1","Wikipedia","5.22413793103448","1.32510315319456","58","5.46511627906977","1.29741202489715","43","4.26530612244898","1.57817814536363","49","4.16981132075472","1.67258263055169","53"
"I278","Dog 28","1","Flickr/wplynn","5.3859649122807","1.11410415589183","57","5.82352941176471","1.22810231418952","51","3.48979591836735","1.73352301421594","49","3.61818181818182","1.85083473751419","55"
"I279","Dog 29","1","Pixabay","5.06818181818182","0.949852553373473","44","5.58620689655172","1.04351771408095","58","3.65957446808511","1.55026779937169","47","4.25","1.8136194987578","52"
"I280","Dog 30","1","All-free-download.com","4.28070175438596","1.55557047373202","57","4.92156862745098","1.5728081542884","51","3.28571428571429","1.70782512765993","49","3.81818181818182","1.81649753637689","55"
"I281","Dog 31","1","Wikipedia","2.31578947368421","1.10450206519955","57","1.82352941176471","1.05272754980462","51","3.73469387755102","1.77688292387824","49","4.61818181818182","2.0592241355433","55"
"I282","Dog attack 1","1","Wikipedia","2.7719298245614","1.4518159055331","57","2.94117647058824","1.44791939977172","51","4.08163265306122","1.86900970540861","49","5.03636363636364","1.67733956415152","55"
"I283","Dog attack 2","1","Wikipedia","3.41379310344828","1.29823743886506","58","3.44186046511628","1.18124884643724","43","4.3265306122449","1.44896162679291","49","4.60377358490566","1.79035474183094","53"
"I284","Dog attack 3","1","Wikipedia","2.77272727272727","1.15866074179966","44","2.55172413793103","1.36590582749419","58","4.82978723404255","1.5786503445248","47","5.34615384615385","1.54519641983382","52"
"I285","Drink 1","2","Pixabay","4.61363636363636","0.784023881070465","44","4.51724137931035","1.1882668982243","58","2.91489361702128","1.54398957016699","47","2.51923076923077","1.65079166528425","52"
"I286","Drink 2","2","Pixabay","4.46666666666667","1.21729954481967","45","4.28571428571429","1.27513686558503","56","2.83673469387755","1.44837464616247","49","2.90384615384615","1.62407880839178","52"
"I287","Dummy 1","2","Flickr/Christopher Michel","1.19298245614035","0.580596875490709","57","1.11764705882353","0.515637811783791","51","4.61224489795918","2.45642292886265","49","5.72727272727273","2.19810141523312","55"
"I288","Eating 1","3","Wikipedia","5.55172413793103","0.958295522545079","58","5.86046511627907","0.965633158898179","43","3.40816326530612","1.5399995582648","49","3.54716981132075","1.70481261925275","53"
"I289","Eating 2","3","Publicdomainpictures.net","5.33333333333333","1.06600358177805","45","5.33928571428571","0.9959332893739","56","3.89795918367347","1.63611452786757","49","2.61538461538462","1.6228013319245","52"
"I290","Eating 3","3","Wikipedia","5.03508771929825","0.999373237168136","57","5.27450980392157","1.09687613471256","51","2.61224489795918","1.46935822910622","49","2.63636363636364","1.47024357220706","55"
"I291","Elephant 1","1","Pixabay","5.56818181818182","0.974028490885704","44","6.08620689655172","0.923085648430073","58","4.34042553191489","1.33963972679031","47","4.48076923076923","1.70914936548696","52"
"I292","Excited face 1","3","Flickr/Aaron Shumaker","5.60344827586207","0.916508538305263","58","5.53488372093023","1.202157528884","43","4.20408163265306","1.6580559881572","49","3.52830188679245","1.68253213004989","53"
"I293","Excited face 2","3","Flickr/Shreyans Bhansali","5.63636363636364","1.12251605035211","44","5.96551724137931","0.954500277841381","58","3.95744680851064","1.60105192062717","47","4.25","1.75873171771648","52"
"I294","Excited face 3","3","Pixabay","5.59649122807018","1.01523482721288","57","5.94117647058824","0.881175685227012","51","3.20408163265306","1.64544309934962","49","3.70909090909091","1.74984366786089","55"
"I295","Excited face 4","3","Wikipedia","4.25862068965517","0.909218766788399","58","4.23255813953488","0.971920271625433","43","3.10204081632653","1.64879877940457","49","3.07547169811321","1.51719701833771","53"
"I296","Excited face 5","3","Pixabay","5.48275862068965","1.04699032838484","58","5.88372093023256","1.05128724554554","43","3.53061224489796","1.68451329291686","49","3.86792452830189","1.82964620212863","53"
"I297","Excited face 6","3","Pixabay","5.59649122807018","0.997490585755915","57","5.88235294117647","1.0516094108276","51","3.28571428571429","1.60727512683216","49","3.65454545454545","1.62410296401135","55"
"I298","Excited face 7","3","Pixabay","4.63793103448276","1.42284957301923","58","4.90697674418605","1.30591973589082","43","3.44897959183673","1.7566685383821","49","3.50943396226415","1.62460221769745","53"
"I299","Exercise 1","3","Pixabay","4.72727272727273","0.949017518000305","44","4.68965517241379","1.31398545416025","58","3.74468085106383","1.68713914153108","47","3.48076923076923","1.48839148096303","52"
"I300","Exercise 2","3","Pixabay","4.71929824561404","1.19155339735442","57","4.64705882352941","0.934313211118514","51","3.53061224489796","1.72121614970741","49","4.23636363636364","1.49026018563049","55"
"I301","Exercise 3","3","Pixabay","4.71111111111111","1.16037263259034","45","4.96428571428571","1.1903289952291","56","4.18367346938776","1.71602094717881","49","4.40384615384615","1.44520322723973","52"
"I302","Explosion 1","4","Pixabay","3.13636363636364","1.54905686371386","44","2.27586206896552","1.49611313307418","58","5.14893617021277","1.62826559371107","47","5.19230769230769","1.76055318332399","52"
"I303","Explosion 2","4","Pixabay","2.58620689655172","1.71714249333238","58","2.09302325581395","1.34188839022746","43","5.08163265306122","1.75400416540124","49","4.90566037735849","2.10552524913524","53"
"I304","Explosion 3","4","Pixabay","3","1.66904592079256","57","2.25490196078431","1.44004357232553","51","4.51020408163265","2.01165819847284","49","5.29090909090909","1.72854817343307","55"
"I305","Explosion 4","4","Pixabay","2.64912280701754","1.40777468862558","57","2.33333333333333","1.24365054041184","51","4.16326530612245","1.80678050197386","49","4.43636363636364","2.22580519233125","55"
"I306","Explosion 5","4","Pixabay","1.97727272727273","1.28477011541811","44","1.70689655172414","1.31133547422191","58","5.19148936170213","1.88400934494521","47","5.76923076923077","1.67584201388594","52"
"I307","Explosion 6","4","Pixabay","2.56896551724138","1.25812543604569","58","1.83720930232558","1.111203392255","43","4.79591836734694","1.85943082506376","49","4.83018867924528","1.97810951956858","53"
"I308","Father 1","3","Pixabay","5.68965517241379","1.17289410466685","58","6.48837209302326","0.735886023241818","43","4.02040816326531","1.84266333421635","49","4.73584905660377","1.78832692971592","53"
"I309","Feces 1","2","Wikipedia","2.20454545454545","1.1529445710581","44","2.08620689655172","0.941899587873258","58","2.8936170212766","1.74747075055687","47","3.28846153846154","2.11749517638674","52"
"I310","Feces 2","2","Wikipedia","2.22222222222222","1.06363204695662","45","1.85714285714286","0.980325946325487","56","3.14285714285714","2.12132034355964","49","3.88461538461538","1.946881328688","52"
"I311","Fence 1","2","Pixabay","3.77586206896552","0.77330694408111","58","3.67441860465116","0.778304941846555","43","2.44897959183673","1.54193093892306","49","1.90566037735849","1.3765082768674","53"
"I312","Fence 2","2","Pixabay","4.24137931034483","0.539991709734485","58","4.18604651162791","0.587805197464358","43","2.44897959183673","1.40031580500311","49","2.18867924528302","1.58182712968731","53"
"I313","Fence 3","2","Pixabay","3.81818181818182","0.620304774030468","44","3.87931034482759","0.899855470010963","58","2.63829787234043","1.34205442633905","47","2.38461538461538","1.44376748649247","52"
"I314","Fence 4","2","Pixabay","2.97727272727273","1.08881493854635","44","2.81034482758621","1.11539303987152","58","3.19148936170213","1.39312438772242","47","3.17307692307692","1.70030163236575","52"
"I315","Fence 5","2","Pixabay","3.88888888888889","0.831816801897625","45","3.67857142857143","1.1925090867905","56","2.06122448979592","1.37550238193945","49","2.07692307692308","1.49307097458335","52"
"I316","Fence 6","2","Pixabay","4.15909090909091","1.03301729691685","44","4.43103448275862","1.01068101003889","58","2.61702127659574","1.29469135971813","47","2.38461538461538","1.37418562198862","52"
"I317","Ferret 1","1","Pixabay","2.70454545454545","0.794736915795218","44","2.87931034482759","1.42751884132828","58","4.14893617021277","1.96688590111656","47","4.90384615384615","1.72932736991521","52"
"I318","Fire 1","3","Pixabay","4.57894736842105","1.20929980362092","57","4.2156862745098","1.20521741590795","51","3.89795918367347","1.71080996849426","49","4.76363636363636","1.59818921101625","55"
"I319","Fire 2","4","Pixabay","2.31578947368421","1.4535411775685","57","1.56862745098039","0.830780403254297","51","4.28571428571429","1.92570333471522","49","5.03636363636364","1.98105505339431","55"
"I320","Fire 3","4","Pixabay","2.3859649122807","1.26426695255326","57","1.68627450980392","0.787151728154906","51","3.89795918367347","2.07409516375197","49","5.07272727272727","1.82426591481235","55"
"I321","Fire 4","4","Pixabay","4.35555555555556","1.17077199774639","45","4.32142857142857","1.49066358447435","56","4.14285714285714","1.77951304200522","49","4.26923076923077","1.71630456430846","52"
"I322","Fire 5","4","Pixabay","1.93181818181818","1.02066388045773","44","1.58620689655172","0.937231510253071","58","4.95744680851064","1.92192664666283","47","5.61538461538461","1.70528413081735","52"
"I323","Fire 6","4","Pixabay","2.48275862068966","1.25992730659623","58","1.88372093023256","1.21908049512701","43","4.59183673469388","1.86991942057827","49","4.45283018867925","2.13547002334605","53"
"I324","Fire 7","4","Pixabay","1.98275862068966","0.964117254831968","58","1.41860465116279","0.698043460904251","43","4.53061224489796","2.01144683433267","49","4.66037735849057","2.19214854411773","53"
"I325","Fire 8","4","Pixabay","4.22413793103448","1.5564591331843","58","4.16279069767442","1.88894317338886","43","4.69387755102041","1.83943018387775","49","4.67924528301887","1.96873236163684","53"
"I326","Fire 9","4","Pixabay","1.65909090909091","0.833685619687405","44","1.32758620689655","0.632120658992973","58","4.82978723404255","1.82159926075688","47","5.48076923076923","1.92496890339421","52"
"I327","Fire 10","4","Pixabay","2.90909090909091","1.1776638644324","44","2.13793103448276","1.11525743801826","58","4.65957446808511","1.5219637735602","47","4.76923076923077","1.86416552971348","52"
"I328","Fire 11","4","Pixabay","2.09090909090909","1.1776638644324","44","1.5","0.995604374325183","58","5.02127659574468","1.83551155885797","47","5.67307692307692","1.85473589733654","52"
"I329","Fire hydrant 1","2","Pixabay","4.09090909090909","0.421414109882971","44","4.27586206896552","0.874454284929025","58","2.36170212765957","1.2410642682951","47","2.26923076923077","1.37363671618602","52"
"I330","Fire hydrant 2","2","Pixabay","4.17543859649123","0.684595997065419","57","4.27450980392157","0.750424716345324","51","1.89795918367347","1.22890360957752","49","2.05454545454545","1.2681012609728","55"
"I331","Fire hydrant 3","2","Pixabay","4.24444444444444","0.570309148841683","45","4.25","0.744678087864451","56","2.59183673469388","1.48490133436169","49","2.11538461538462","1.27807830859299","52"
"I332","Fire hydrant 4","2","Pixabay","4.3859649122807","1.04803193048604","57","4.49019607843137","0.833607797938763","51","2.14285714285714","1.38443731048635","49","2.43636363636364","1.38461970127964","55"
"I333","Fireman 1","3","Pixabay","3.38636363636364","1.35055387588581","44","2.87931034482759","1.52266601614839","58","4.68085106382979","1.60307290483164","47","5.09615384615385","1.87092946791334","52"
"I334","Fireworks 1","4","Pixabay","6.14035087719298","0.914927719456337","57","6.17647058823529","0.865005950336555","51","4.08163265306122","1.75400416540124","49","4.72727272727273","1.75809814598307","55"
"I335","Fireworks 2","4","Pixabay","6.29545454545455","0.794736915795218","44","6.25862068965517","0.983376653715757","58","4.93617021276596","1.67337533562439","47","5.01923076923077","1.84167852483505","52"
"I336","Fireworks 3","4","Wikipedia","5.84444444444444","0.975974001972006","45","6.28571428571429","0.985610760609162","56","4.77551020408163","1.55811459412823","49","4.5","1.84178089433708","52"
"I337","Fireworks 4","4","Wikipedia","5.78947368421053","0.958735068895901","57","6.13725490196078","0.825096548123606","51","3.97959183673469","1.61361132141499","49","4.61818181818182","1.77941843486291","55"
"I338","Fireworks 5","4","Wikipedia","5.66666666666667","1.1870513506546","45","5.92857142857143","1.0763092299342","56","4.24489795918367","1.46530162203466","49","4.17307692307692","1.80110155668586","52"
"I339","Fireworks 6","4","Wikipedia","5.95454545454545","0.913835399522649","44","6.22413793103448","1.02671514094283","58","4.70212765957447","1.64071688489886","47","4.82692307692308","1.59313667478815","52"
"I340","Fireworks 7","4","Wikipedia","5.58620689655172","1.17031234035478","58","5.97674418604651","1.07986710145769","43","4.40816326530612","1.51270132746767","49","4.49056603773585","1.68274777018279","53"
"I341","Flood 1","4","Pixabay","2.55555555555556","1.28903691243353","45","2.23214285714286","0.76255721522618","56","4.22448979591837","1.77089085540829","49","4.03846153846154","1.66817428042284","52"
"I342","Flood 2","4","Pixabay","2.58620689655172","1.10872904570671","58","2.04651162790698","1.02245010058922","43","3.69387755102041","1.7224507931125","49","3.9811320754717","1.87586458054101","53"
"I343","Flood 3","4","Pixabay","2.48888888888889","1.25448689659852","45","2.16071428571429","1.05790162309916","56","4.3265306122449","1.79568644142522","49","4.25","1.71355610057095","52"
"I344","Flowers 1","2","Pixabay","5.46551724137931","1.07956321969191","58","6.16279069767442","0.843186488950992","43","3.44897959183673","1.64647634472576","49","3.86792452830189","1.97131092510168","53"
"I345","Flowers 2","2","Pixabay","5.59090909090909","1.16774841624228","44","6.22413793103448","0.859275571023084","58","3.12765957446809","1.56895175857053","47","3.71153846153846","1.96375529066861","52"
"I346","Flowers 3","2","Pixabay","5.37931034482759","1.13674799637366","58","6.34883720930233","0.752257584121435","43","3.53061224489796","1.79236855418008","49","3.86792452830189","1.91188324242251","53"
"I347","Flowers 4","2","Pixabay","5.29310344827586","1.0761957150913","58","6.25581395348837","0.819204703059589","43","3.61224489795918","1.65600330276709","49","3.79245283018868","1.89491719492352","53"
"I348","Flowers 5","2","Pixabay","5.27586206896552","1.12066871403023","58","6.11627906976744","0.931187217777121","43","3.40816326530612","1.58006285933686","49","3.54716981132075","1.68210076685089","53"
"I349","Flowers 6","2","Pixabay","5.75438596491228","0.950201139503518","57","6.15686274509804","0.833607797938763","51","2.77551020408163","1.50368029240551","49","3.21818181818182","1.78149863141608","55"
"I350","Flowers 7","2","Pixabay","5.32758620689655","1.14536336124398","58","6.16279069767442","0.870966418852386","43","3.40816326530612","1.5399995582648","49","3.56603773584906","1.8657792140207","53"
"I351","Flowers 8","2","Pixabay","5.72727272727273","0.949017518000305","44","6.05172413793103","0.962861484510886","58","3.59574468085106","1.74030949856234","47","3.73076923076923","1.68168198499078","52"
"I352","Flowers 9","2","Pixabay","5.62068965517241","1.18214177032802","58","6.25581395348837","0.978166975127067","43","3.83673469387755","1.62464020087924","49","4.30188679245283","1.90732298967364","53"
"I353","Flowers 10","2","Pixabay","5.24561403508772","1.10648577801179","57","5.27450980392157","1.21784122729605","51","2.89795918367347","1.71080996849426","49","3.4","1.49814700361628","55"
"I354","Food 1","2","Pixabay","4.79545454545455","0.978359934112458","44","4.87931034482759","1.0609096759823","58","3.27659574468085","1.57013053541493","47","2.98076923076923","1.4751588098672","52"
"I355","Food 2","2","Pixabay","5.35087719298246","1.14160332224613","57","5.33333333333333","1.46515073172239","51","3.04081632653061","1.91441008835478","49","2.89090909090909","1.90197487299607","55"
"I356","Food 3","2","Pixabay","5.18181818181818","0.842828219765942","44","5.39655172413793","1.15378332929623","58","2.91489361702128","1.54398957016699","47","2.76923076923077","1.76696687736396","52"
"I357","Food 4","2","Pixabay","5.63157894736842","0.87895187068317","57","5.58823529411765","1.06163026686762","51","3.18367346938776","1.84473879573499","49","3.63636363636364","1.80906806746658","55"
"I358","Food 5","2","Pixabay","5.22222222222222","1.06363204695662","45","5.67857142857143","0.992831448793946","56","3.14285714285714","1.68325082306035","49","3.15384615384615","1.76440419744051","52"
"I359","Food 6","2","Pixabay","5.57777777777778","1.05505038416718","45","5.75","0.919486022435657","56","3.77551020408163","1.71105847019772","49","3.57692307692308","1.78606977715563","52"
"I360","Football player 1","3","Pixabay","4.89473684210526","1.2912370940624","57","4.62745098039216","1.07630449806224","51","3.3265306122449","1.70034010203401","49","3.8","1.47070152069105","55"
"I361","Frisbee 1","3","Pixabay","5.48888888888889","1.05791867324096","45","5.64285714285714","1.25667051338876","56","3.26530612244898","1.59132426776257","49","3.17307692307692","1.54312077280329","52"
"I362","Frustrated pose 1","3","Wikipedia","2.64444444444444","1.22762808173759","45","2.14285714285714","0.772918234616442","56","4.36734693877551","1.82224538174542","49","4.13461538461539","1.80444816564615","52"
"I363","Frustrated pose 2","3","Pixabay","2.72727272727273","0.898671794181561","44","2.56896551724138","0.840051564113195","58","3.38297872340426","1.63591739306383","47","3.65384615384615","1.66726987575868","52"
"I364","Frustrated pose 3","3","Pixabay","2.45614035087719","0.927172649945531","57","2.23529411764706","0.838766601483813","51","3.26530612244898","1.61729597121349","49","3.81818181818182","1.89630155723176","55"
"I365","Frustrated pose 4","3","Wikipedia","3.38636363636364","0.753778361444409","44","3.44827586206897","0.976431271430914","58","3.04255319148936","1.58741582191761","47","3.51923076923077","1.35024158499811","52"
"I366","Frustrated pose 5","3","Wikipedia","2.53333333333333","1.17936808966034","45","2.42857142857143","0.80582296402538","56","3.59183673469388","1.68224016501483","49","3.88461538461538","1.7337915625887","52"
"I367","Frustrated pose 6","3","Flickr/Emergency Brake","4.79310344827586","1.05562188687905","58","4.53488372093023","0.984374038697697","43","4.44897959183673","1.67159136366363","49","3.67924528301887","1.82686769452378","53"
"I368","Frustrated pose 7","3","Wikipedia","2.77272727272727","0.936684811192095","44","2.63793103448276","1.07112460759002","58","3.1304347826087","1.48486730648715","46","3.40384615384615","1.61196038710409","52"
"I369","Frustrated pose 8","3","Pixabay","3.7719298245614","1.05250625820415","57","3.70588235294118","0.831723936100406","51","3.04081632653061","1.60674598274314","49","3.65454545454545","1.78697117863327","55"
"I370","Funeral 1","4","Pixabay","2.77777777777778","1.20394972880721","45","3.07142857142857","1.1418827014611","56","4.10204081632653","1.91751681825723","49","4.36538461538461","1.87897391850588","52"
"I371","Galaxy 1","4","Pixabay","5.71111111111111","1.17979625017169","45","5.53571428571429","1.17495509723541","56","4.26530612244898","1.92327314540518","49","3.92307692307692","2.00827849258282","52"
"I372","Galaxy 2","4","Pixabay","5.68965517241379","1.01232573205456","58","5.88372093023256","1.05128724554554","43","4.63265306122449","1.83364252185621","49","4.28301886792453","2.00362516157556","53"
"I373","Galaxy 3","4","Pixabay","5.64444444444444","1.2819650320638","45","5.32142857142857","1.1925090867905","56","4.26530612244898","1.82317843115717","49","3.76923076923077","1.93639431059212","52"
"I374","Galaxy 4","4","Pixabay","5.45454545454545","1.15042045811259","44","5.41379310344828","1.31168142739354","58","4.29787234042553","1.80476294501427","47","4.55769230769231","2.02352305411327","52"
"I375","Galaxy 5","4","Pixabay","5.51724137931035","0.941096398857165","58","5.74418604651163","1.02569426559152","43","4.48979591836735","1.63455458993666","49","4.33962264150943","1.9008439039463","53"
"I376","Galaxy 6","4","Pixabay","5.36363636363636","1.01364892530068","44","5.32758620689655","1.34279011742548","58","4.06382978723404","1.56600093452064","47","4.21153846153846","1.98362451441244","52"
"I377","Galaxy 7","4","Pixabay","6.10526315789474","0.994344912246891","57","6.01960784313725","1.08609752929341","51","4.6734693877551","1.95136442758694","49","4.34545454545455","2.12758062752022","55"
"I378","Galaxy 8","4","Pixabay","5.65909090909091","1.09848059584606","44","5.41379310344828","1.1999193358652","58","4.42553191489362","1.70350892152006","47","4.71153846153846","2.0420725579237","52"
"I379","Garbage dump 1","4","Pixabay","2.31111111111111","1.1245650113028","45","2.125","0.832575412909736","56","2.79591836734694","1.63273277866607","49","2.92307692307692","1.81330760340188","52"
"I380","Garbage dump 2","4","Pixabay","1.71929824561404","0.921070533302578","57","1.47058823529412","0.578029105719447","51","3.40816326530612","1.95702119886043","49","4.10909090909091","1.91168654714769","55"
